reporting_entity,facility_name,matched_cer_facility_name,type,state,year,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,controlling_corporation,is_summary,capacity_mw,fuel_source,accreditation_code,postcode,accreditation_start_date,approval_date,committed_date,project_status,merge_status,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,,F,SA,2023,31988.0,8886.0,5997.0,438.0,6435,0.67,On,NEM,Diesel,,False,,,,,,,,,nger_only,18504.0,1.6,15499.0,5.4,63.1,1169444.0,39.4,1.9,41.7,40.5,58499.0,54236.0,59402.0,57302.0,59709.0,54177.0,49227.0,40323.0,26329.0,29201.0,936285.0,5.1,5.5,5.7,5.6,5.9,6.6,6.8,6.8,6.2,47658.0,5.8,6.3,6.1,6.4,5.8,5.3,4.3,2.8,3.1,51171.0,53338.0,52561.0,54783.0,61563.0,63302.0,63504.0,57065.0,53327.0,57948.0,55268.0,56156.0,49892.0,44434.0,35968.0,21639.0,19145.0,915999.0,5.5,5.9,6.2,6.1,6.5,7.0,6.9,6.8,6.2,50036.0,5.8,6.3,6.0,6.1,5.4,4.9,3.9,2.4,2.1,53924.0,56378.0,55446.0,59852.0,64172.0,63198.0,62151.0,115564.0,107563.0,117350.0,112570.0,115865.0,104069.0,93661.0,76291.0,47968.0,48346.0,1852972.0,5.3,5.7,5.9,5.8,6.2,6.8,6.8,6.8,6.2,97694.0,5.8,6.3,6.1,6.3,5.6,5.1,4.1,2.6,2.6,105095.0,109716.0,108007.0,114635.0,125735.0,126500.0,125655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,6765.0,2002.0
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,,F,NSW,2023,17102319.0,4750644.0,2983.0,497837.0,500820,0.0,On,NEM,Hydro,,False,,,,,,,,,nger_only,91947.0,1.68,59451.0,5.3,64.6,5387800.0,37.5,10.4,39.4,38.4,278726.0,253974.0,263132.0,239534.0,245991.0,218871.0,189891.0,154521.0,101670.0,112480.0,4193144.0,5.6,5.8,6.0,5.8,6.2,7.0,7.4,7.2,6.6,233030.0,6.1,6.3,5.7,5.9,5.2,4.5,3.7,2.4,2.7,242252.0,250328.0,241341.0,261412.0,295335.0,309991.0,300665.0,275004.0,248070.0,254255.0,231764.0,233688.0,202430.0,175147.0,143006.0,86957.0,74326.0,4149141.0,6.0,6.2,6.4,6.3,6.9,7.3,7.4,7.2,6.6,246913.0,6.0,6.1,5.6,5.6,4.9,4.2,3.4,2.1,1.8,256717.0,265946.0,259782.0,287995.0,303869.0,306404.0,296868.0,553730.0,502044.0,517387.0,471298.0,479679.0,421301.0,365038.0,297527.0,188627.0,186806.0,8341199.0,5.8,6.0,6.2,6.0,6.6,7.2,7.4,7.2,6.6,479943.0,6.0,6.2,5.6,5.7,5.1,4.4,3.6,2.3,2.2,498969.0,516274.0,501123.0,549407.0,599204.0,616395.0,597533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,20181.0,7855.0
SNOWY HYDRO LIMITED,Valley Power,,F,VIC,2023,106635.0,29621.0,27872.0,2129.0,30001,0.94,On,NEM,Gas,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPARK INFRASTRUCTURE HOLDINGS NO. 1 PTY LIMITED,Bomen Solar Farm,,F,NSW,2023,703691.0,195470.0,11.0,615.0,626,0.0,On,NEM,Solar,,False,,,,,,,,,nger_only,91947.0,1.68,59451.0,5.3,64.6,5387800.0,37.5,10.4,39.4,38.4,278726.0,253974.0,263132.0,239534.0,245991.0,218871.0,189891.0,154521.0,101670.0,112480.0,4193144.0,5.6,5.8,6.0,5.8,6.2,7.0,7.4,7.2,6.6,233030.0,6.1,6.3,5.7,5.9,5.2,4.5,3.7,2.4,2.7,242252.0,250328.0,241341.0,261412.0,295335.0,309991.0,300665.0,275004.0,248070.0,254255.0,231764.0,233688.0,202430.0,175147.0,143006.0,86957.0,74326.0,4149141.0,6.0,6.2,6.4,6.3,6.9,7.3,7.4,7.2,6.6,246913.0,6.0,6.1,5.6,5.6,4.9,4.2,3.4,2.1,1.8,256717.0,265946.0,259782.0,287995.0,303869.0,306404.0,296868.0,553730.0,502044.0,517387.0,471298.0,479679.0,421301.0,365038.0,297527.0,188627.0,186806.0,8341199.0,5.8,6.0,6.2,6.0,6.6,7.2,7.4,7.2,6.6,479943.0,6.0,6.2,5.6,5.7,5.1,4.4,3.6,2.3,2.2,498969.0,516274.0,501123.0,549407.0,599204.0,616395.0,597533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,20181.0,7855.0
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,,F,VIC,2023,468149.0,130041.0,115.0,158.0,273,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,,F,SA,2023,640749.0,177986.0,40.0,111.0,151,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,18504.0,1.6,15499.0,5.4,63.1,1169444.0,39.4,1.9,41.7,40.5,58499.0,54236.0,59402.0,57302.0,59709.0,54177.0,49227.0,40323.0,26329.0,29201.0,936285.0,5.1,5.5,5.7,5.6,5.9,6.6,6.8,6.8,6.2,47658.0,5.8,6.3,6.1,6.4,5.8,5.3,4.3,2.8,3.1,51171.0,53338.0,52561.0,54783.0,61563.0,63302.0,63504.0,57065.0,53327.0,57948.0,55268.0,56156.0,49892.0,44434.0,35968.0,21639.0,19145.0,915999.0,5.5,5.9,6.2,6.1,6.5,7.0,6.9,6.8,6.2,50036.0,5.8,6.3,6.0,6.1,5.4,4.9,3.9,2.4,2.1,53924.0,56378.0,55446.0,59852.0,64172.0,63198.0,62151.0,115564.0,107563.0,117350.0,112570.0,115865.0,104069.0,93661.0,76291.0,47968.0,48346.0,1852972.0,5.3,5.7,5.9,5.8,6.2,6.8,6.8,6.8,6.2,97694.0,5.8,6.3,6.1,6.3,5.6,5.1,4.1,2.6,2.6,105095.0,109716.0,108007.0,114635.0,125735.0,126500.0,125655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,6765.0,2002.0
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,,F,VIC,2023,155611.0,43225.0,44.0,57.0,101,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,,F,VIC,2023,875678.0,243244.0,65.0,600.0,665,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro,,F,VIC,2023,45570.0,12658.0,5.0,2.0,7,0.0,On,NEM,Hydro,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro,,F,VIC,2023,48540.0,13483.0,8.0,2.0,10,0.0,On,NEM,Hydro,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPIC PACIFIC ENERGY PTY LTD,Haughton Solar Farm,,F,QLD,2023,845395.0,234832.0,110.0,1661.0,1771,0.0,On,NEM,Solar,,False,,,,,,,,,nger_only,58458.0,1.69,36622.0,5.4,64.7,3530226.0,37.6,3.2,39.2,38.5,183787.0,172219.0,180664.0,162285.0,161727.0,141351.0,124170.0,99781.0,61736.0,61207.0,2756217.0,5.4,5.9,6.3,6.1,6.3,6.9,7.1,7.0,6.7,149946.0,6.2,6.6,5.9,5.9,5.1,4.5,3.6,2.2,2.2,163082.0,174689.0,168293.0,172901.0,189739.0,195929.0,192711.0,176113.0,165343.0,174565.0,156138.0,153235.0,132050.0,116775.0,93992.0,54354.0,41336.0,2704203.0,5.9,6.4,6.8,6.6,6.6,7.0,7.0,6.9,6.5,159163.0,6.1,6.5,5.8,5.7,4.9,4.3,3.5,2.0,1.5,172550.0,184012.0,178932.0,178831.0,190643.0,190418.0,185753.0,359900.0,337562.0,355229.0,318423.0,314962.0,273401.0,240945.0,193773.0,116090.0,102543.0,5460477.0,5.7,6.1,6.6,6.4,6.4,7.0,7.1,6.9,6.6,309109.0,6.2,6.5,5.8,5.8,5.0,4.4,3.5,2.1,1.9,335632.0,358701.0,347225.0,351732.0,380382.0,386347.0,378464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.0,21140.0,6661.0
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,,F,WA,2023,256736.0,71316.0,39.0,26.0,65,0.0,Off,Off-grid,Hydro,,False,,,,,,,,,nger_only,32031.0,1.65,17475.0,4.9,65.3,1880771.0,37.5,1.1,38.7,38.1,99841.0,88840.0,92028.0,83853.0,81620.0,71790.0,61510.0,47513.0,30972.0,32661.0,1435976.0,5.7,6.2,6.2,5.9,5.9,6.8,7.5,7.7,7.0,82179.0,6.2,6.4,5.8,5.7,5.0,4.3,3.3,2.2,2.3,89219.0,89396.0,84440.0,84703.0,98012.0,107535.0,109864.0,100808.0,89780.0,93504.0,83931.0,79535.0,67274.0,57512.0,44961.0,26992.0,22160.0,1445251.0,6.0,6.6,6.5,6.2,6.3,7.1,7.4,7.7,7.0,86994.0,6.2,6.5,5.8,5.5,4.7,4.0,3.1,1.9,1.5,94733.0,94590.0,90099.0,91568.0,103016.0,107108.0,110686.0,200649.0,178620.0,185532.0,167784.0,161155.0,139064.0,119022.0,92474.0,57964.0,54821.0,2883762.0,5.9,6.4,6.4,6.1,6.1,7.0,7.4,7.7,7.0,169173.0,6.2,6.4,5.8,5.6,4.8,4.1,3.2,2.0,1.9,183952.0,183986.0,174539.0,176271.0,201028.0,214643.0,220550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,8712.0,2122.0
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,,F,VIC,2023,1773496.0,492638.0,164.0,221.0,385,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,,F,NSW,2023,875284.0,243134.0,96.0,697.0,793,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,91947.0,1.68,59451.0,5.3,64.6,5387800.0,37.5,10.4,39.4,38.4,278726.0,253974.0,263132.0,239534.0,245991.0,218871.0,189891.0,154521.0,101670.0,112480.0,4193144.0,5.6,5.8,6.0,5.8,6.2,7.0,7.4,7.2,6.6,233030.0,6.1,6.3,5.7,5.9,5.2,4.5,3.7,2.4,2.7,242252.0,250328.0,241341.0,261412.0,295335.0,309991.0,300665.0,275004.0,248070.0,254255.0,231764.0,233688.0,202430.0,175147.0,143006.0,86957.0,74326.0,4149141.0,6.0,6.2,6.4,6.3,6.9,7.3,7.4,7.2,6.6,246913.0,6.0,6.1,5.6,5.6,4.9,4.2,3.4,2.1,1.8,256717.0,265946.0,259782.0,287995.0,303869.0,306404.0,296868.0,553730.0,502044.0,517387.0,471298.0,479679.0,421301.0,365038.0,297527.0,188627.0,186806.0,8341199.0,5.8,6.0,6.2,6.0,6.6,7.2,7.4,7.2,6.6,479943.0,6.0,6.2,5.6,5.7,5.1,4.4,3.6,2.3,2.2,498969.0,516274.0,501123.0,549407.0,599204.0,616395.0,597533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,20181.0,7855.0
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,,F,NSW,2023,16537.0,4594.0,4.0,9.0,13,0.0,On,NEM,Hydro,,False,,,,,,,,,nger_only,91947.0,1.68,59451.0,5.3,64.6,5387800.0,37.5,10.4,39.4,38.4,278726.0,253974.0,263132.0,239534.0,245991.0,218871.0,189891.0,154521.0,101670.0,112480.0,4193144.0,5.6,5.8,6.0,5.8,6.2,7.0,7.4,7.2,6.6,233030.0,6.1,6.3,5.7,5.9,5.2,4.5,3.7,2.4,2.7,242252.0,250328.0,241341.0,261412.0,295335.0,309991.0,300665.0,275004.0,248070.0,254255.0,231764.0,233688.0,202430.0,175147.0,143006.0,86957.0,74326.0,4149141.0,6.0,6.2,6.4,6.3,6.9,7.3,7.4,7.2,6.6,246913.0,6.0,6.1,5.6,5.6,4.9,4.2,3.4,2.1,1.8,256717.0,265946.0,259782.0,287995.0,303869.0,306404.0,296868.0,553730.0,502044.0,517387.0,471298.0,479679.0,421301.0,365038.0,297527.0,188627.0,186806.0,8341199.0,5.8,6.0,6.2,6.0,6.6,7.2,7.4,7.2,6.6,479943.0,6.0,6.2,5.6,5.7,5.1,4.4,3.6,2.3,2.2,498969.0,516274.0,501123.0,549407.0,599204.0,616395.0,597533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,20181.0,7855.0
