measure_data_item,time_period_time_period,obs_value,unit_measure_unit_of_measure,state,year
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2023,5.8,PCT: Percent,ACT,2023
ING_LTHC1: Aboriginal and Torres Strait Islander Peoples:No current long-term health conditions (%),2019,37.7,PCT: Percent,WA,2019
ERP_F_26: Estimated resident population:Females aged 25-29 years (%),2019,7.1,PCT: Percent,WA,2019
ERP_F_26: Estimated resident population:Females aged 25-29 years (%),2020,6.9,PCT: Percent,WA,2020
ERP_F_26: Estimated resident population:Females aged 25-29 years (%),2021,6.7,PCT: Percent,WA,2021
ERP_F_26: Estimated resident population:Females aged 25-29 years (%),2022,6.6,PCT: Percent,WA,2022
ERP_F_26: Estimated resident population:Females aged 25-29 years (%),2023,6.8,PCT: Percent,WA,2023
ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),2016,45048.0,PSNS: Persons,WA,2016
ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),2021,52709.0,PSNS: Persons,WA,2021
ERP_F_25: Estimated resident population:Females aged 20-24 years (%),2019,6.9,PCT: Percent,VIC,2019
ERP_F_25: Estimated resident population:Females aged 20-24 years (%),2020,6.6,PCT: Percent,VIC,2020
ERP_F_25: Estimated resident population:Females aged 20-24 years (%),2021,6.1,PCT: Percent,VIC,2021
ERP_F_25: Estimated resident population:Females aged 20-24 years (%),2022,6.1,PCT: Percent,VIC,2022
ERP_F_25: Estimated resident population:Females aged 20-24 years (%),2023,6.4,PCT: Percent,VIC,2023
ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),2015,19458.0,PSNS: Persons,VIC,2015
ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),2019,25603.0,PSNS: Persons,VIC,2019
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2019,5.5,PCT: Percent,ACT,2019
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2020,5.7,PCT: Percent,ACT,2020
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2021,5.8,PCT: Percent,ACT,2021
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2023,7525.0,PSNS: Persons,ACT,2023
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2019,46026.0,PSNS: Persons,WA,2019
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2020,48205.0,PSNS: Persons,WA,2020
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2021,50466.0,PSNS: Persons,WA,2021
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2022,52438.0,PSNS: Persons,WA,2022
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2023,54821.0,PSNS: Persons,WA,2023
ING_F3544: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 35-44 years (no.),2021,5261.0,PSNS: Persons,NT,2021
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2019,6437.0,PSNS: Persons,ACT,2019
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2020,6681.0,PSNS: Persons,ACT,2020
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2021,6970.0,PSNS: Persons,ACT,2021
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2022,7292.0,PSNS: Persons,ACT,2022
ING_LTHC2: Aboriginal and Torres Strait Islander Peoples:One long-term health condition (no.),2019,1077.0,PSNS: Persons,ACT,2019
LAND: Land area (ha),2021,80079765.9,HA: Hectares,NSW,2021
BD_4: Registered deaths (no.),2018,4287.0,PSNS: Persons,TAS,2018
BD_4: Registered deaths (no.),2019,4663.0,PSNS: Persons,TAS,2019
BD_4: Registered deaths (no.),2020,4435.0,PSNS: Persons,TAS,2020
BD_4: Registered deaths (no.),2021,4769.0,PSNS: Persons,TAS,2021
BD_4: Registered deaths (no.),2022,5142.0,PSNS: Persons,TAS,2022
BD_4: Registered deaths (no.),2023,5073.0,PSNS: Persons,TAS,2023
ERP_F_36: Estimated resident population:Females aged 75-79 years (%),2019,3.7,PCT: Percent,TAS,2019
ERP_F_36: Estimated resident population:Females aged 75-79 years (%),2020,3.8,PCT: Percent,TAS,2020
ERP_F_36: Estimated resident population:Females aged 75-79 years (%),2021,4.0,PCT: Percent,TAS,2021
ERP_F_36: Estimated resident population:Females aged 75-79 years (%),2022,4.3,PCT: Percent,TAS,2022
ERP_F_36: Estimated resident population:Females aged 75-79 years (%),2023,4.5,PCT: Percent,TAS,2023
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2019,4.9,PCT: Percent,OT,2019
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2020,4.8,PCT: Percent,OT,2020
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2021,4.6,PCT: Percent,OT,2021
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2022,4.1,PCT: Percent,OT,2022
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2023,3.7,PCT: Percent,OT,2023
"ING_EETP1: Aboriginal and Torres Strait Islander Peoples:Fully engaged in employment, education or training (%)",2016,46.0,PCT: Percent,VIC,2016
"ING_EETP1: Aboriginal and Torres Strait Islander Peoples:Fully engaged in employment, education or training (%)",2021,47.0,PCT: Percent,VIC,2021
ING_LABF: Aboriginal and Torres Strait Islander Peoples:In the labour force (no.),2016,3013.0,PSNS: Persons,ACT,2016
ING_LABF: Aboriginal and Torres Strait Islander Peoples:In the labour force (no.),2021,4326.0,PSNS: Persons,ACT,2021
ING_DISAB1: Aboriginal and Torres Strait Islander Peoples:Disability status: Profound/severe core activity limitation (no.),2019,703.0,PSNS: Persons,ACT,2019
ERP_M_12: Estimated resident population:Males aged 50-54 years (no.),2019,191805.0,PSNS: Persons,VIC,2019
ERP_M_12: Estimated resident population:Males aged 50-54 years (no.),2020,195684.0,PSNS: Persons,VIC,2020
ERP_M_12: Estimated resident population:Males aged 50-54 years (no.),2021,199667.0,PSNS: Persons,VIC,2021
ERP_M_12: Estimated resident population:Males aged 50-54 years (no.),2022,204050.0,PSNS: Persons,VIC,2022
ERP_M_12: Estimated resident population:Males aged 50-54 years (no.),2023,206574.0,PSNS: Persons,VIC,2023
ING_NILF: Aboriginal and Torres Strait Islander Peoples:Not in the labour force (%),2016,47.2,PCT: Percent,SA,2016
ING_NILF: Aboriginal and Torres Strait Islander Peoples:Not in the labour force (%),2021,44.3,PCT: Percent,SA,2021
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2019,28956.0,PSNS: Persons,ACT,2019
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2020,29407.0,PSNS: Persons,ACT,2020
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2021,29054.0,PSNS: Persons,ACT,2021
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2022,28830.0,PSNS: Persons,ACT,2022
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2023,28867.0,PSNS: Persons,ACT,2023
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2019,4.1,PCT: Percent,VIC,2019
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2020,4.3,PCT: Percent,VIC,2020
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2021,4.4,PCT: Percent,VIC,2021
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2022,4.4,PCT: Percent,VIC,2022
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2023,4.3,PCT: Percent,VIC,2023
ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),2019,489932.0,PSNS: Persons,NSW,2019
ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),2020,501459.0,PSNS: Persons,NSW,2020
ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),2021,508398.0,PSNS: Persons,NSW,2021
ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),2022,512597.0,PSNS: Persons,NSW,2022
ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),2023,516274.0,PSNS: Persons,NSW,2023
ERP_M_20: Estimated resident population:Males (no.),2019,271197.0,PSNS: Persons,TAS,2019
ERP_M_20: Estimated resident population:Males (no.),2020,275981.0,PSNS: Persons,TAS,2020
ERP_M_20: Estimated resident population:Males (no.),2021,281404.0,PSNS: Persons,TAS,2021
ERP_M_20: Estimated resident population:Males (no.),2022,283159.0,PSNS: Persons,TAS,2022
ERP_M_20: Estimated resident population:Males (no.),2023,284032.0,PSNS: Persons,TAS,2023
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2022,43984.0,PSNS: Persons,WA,2022
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2023,47513.0,PSNS: Persons,WA,2023
ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),2016,109200.0,PSNS: Persons,QLD,2016
ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),2021,140663.0,PSNS: Persons,QLD,2021
ERP_M_23: Estimated resident population:Males aged 10-14 years (%),2019,6.0,PCT: Percent,ACT,2019
ERP_M_23: Estimated resident population:Males aged 10-14 years (%),2020,6.2,PCT: Percent,ACT,2020
ERP_M_23: Estimated resident population:Males aged 10-14 years (%),2021,6.3,PCT: Percent,ACT,2021
ERP_M_23: Estimated resident population:Males aged 10-14 years (%),2022,6.3,PCT: Percent,ACT,2022
ERP_M_23: Estimated resident population:Males aged 10-14 years (%),2023,6.3,PCT: Percent,ACT,2023
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2019,36387.0,PSNS: Persons,WA,2019
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2020,38259.0,PSNS: Persons,WA,2020
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2021,40211.0,PSNS: Persons,WA,2021
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2023,62151.0,PSNS: Persons,SA,2023
ING_P2534: Estimated resident Aboriginal and Torres Strait Islander population aged 25-34 years (no.),2021,13023.0,PSNS: Persons,NT,2021
ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),2019,6.2,PCT: Percent,VIC,2019
ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),2020,6.2,PCT: Percent,VIC,2020
ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),2021,6.2,PCT: Percent,VIC,2021
ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),2022,6.1,PCT: Percent,VIC,2022
ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),2023,6.0,PCT: Percent,VIC,2023
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2019,56811.0,PSNS: Persons,SA,2019
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2020,58768.0,PSNS: Persons,SA,2020
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2021,60167.0,PSNS: Persons,SA,2021
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2022,61048.0,PSNS: Persons,SA,2022
"ING_EETP1: Aboriginal and Torres Strait Islander Peoples:Fully engaged in employment, education or training (%)",2016,36.5,PCT: Percent,WA,2016
"ING_EETP1: Aboriginal and Torres Strait Islander Peoples:Fully engaged in employment, education or training (%)",2021,38.2,PCT: Percent,WA,2021
ERP_P_38: Estimated resident population:Persons aged 85 and over (%),2023,1.7,PCT: Percent,OT,2023
ING_M2534: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 25-34 years (no.),2021,6535.0,PSNS: Persons,NT,2021
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2019,1.3,PCT: Percent,NT,2019
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2020,1.4,PCT: Percent,NT,2020
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2021,1.4,PCT: Percent,NT,2021
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2022,1.6,PCT: Percent,NT,2022
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2023,1.7,PCT: Percent,NT,2023
ERP_P_38: Estimated resident population:Persons aged 85 and over (%),2019,1.3,PCT: Percent,OT,2019
ERP_P_38: Estimated resident population:Persons aged 85 and over (%),2020,1.3,PCT: Percent,OT,2020
ERP_P_38: Estimated resident population:Persons aged 85 and over (%),2021,1.5,PCT: Percent,OT,2021
ERP_P_38: Estimated resident population:Persons aged 85 and over (%),2022,1.5,PCT: Percent,OT,2022
ING_P014: Estimated resident Aboriginal and Torres Strait Islander population aged 0-14 years (no.),2021,38754.0,PSNS: Persons,WA,2021
ERP_M_30: Estimated resident population:Males aged 45-49 years (%),2019,6.5,PCT: Percent,NSW,2019
ERP_M_30: Estimated resident population:Males aged 45-49 years (%),2020,6.5,PCT: Percent,NSW,2020
ERP_M_30: Estimated resident population:Males aged 45-49 years (%),2021,6.4,PCT: Percent,NSW,2021
ERP_M_30: Estimated resident population:Males aged 45-49 years (%),2022,6.2,PCT: Percent,NSW,2022
ERP_M_30: Estimated resident population:Males aged 45-49 years (%),2023,6.0,PCT: Percent,NSW,2023
ING_F3544: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 35-44 years (no.),2021,14905.0,PSNS: Persons,QLD,2021
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2019,385402.0,PSNS: Persons,VIC,2019
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2020,389720.0,PSNS: Persons,VIC,2020
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2021,384366.0,PSNS: Persons,VIC,2021
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2022,381269.0,PSNS: Persons,VIC,2022
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2023,381043.0,PSNS: Persons,VIC,2023
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2019,167543.0,PSNS: Persons,VIC,2019
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2020,172421.0,PSNS: Persons,VIC,2020
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2021,173732.0,PSNS: Persons,VIC,2021
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2022,176753.0,PSNS: Persons,VIC,2022
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2023,179940.0,PSNS: Persons,VIC,2023
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2019,16137.0,PSNS: Persons,TAS,2019
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2020,16367.0,PSNS: Persons,TAS,2020
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2021,16508.0,PSNS: Persons,TAS,2021
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2022,16392.0,PSNS: Persons,TAS,2022
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2023,16287.0,PSNS: Persons,TAS,2023
ERP_F_28: Estimated resident population:Females aged 35-39 years (%),2019,6.5,PCT: Percent,SA,2019
ERP_F_28: Estimated resident population:Females aged 35-39 years (%),2020,6.6,PCT: Percent,SA,2020
ERP_F_28: Estimated resident population:Females aged 35-39 years (%),2021,6.7,PCT: Percent,SA,2021
ERP_F_28: Estimated resident population:Females aged 35-39 years (%),2022,6.7,PCT: Percent,SA,2022
ERP_F_28: Estimated resident population:Females aged 35-39 years (%),2023,6.8,PCT: Percent,SA,2023
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2019,90028.0,PSNS: Persons,QLD,2019
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2020,92665.0,PSNS: Persons,QLD,2020
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2021,95839.0,PSNS: Persons,QLD,2021
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2022,99309.0,PSNS: Persons,QLD,2022
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2023,102543.0,PSNS: Persons,QLD,2023
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2019,31383.0,PSNS: Persons,SA,2019
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2020,32996.0,PSNS: Persons,SA,2020
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2021,34867.0,PSNS: Persons,SA,2021
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2022,37922.0,PSNS: Persons,SA,2022
ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),2023,40323.0,PSNS: Persons,SA,2023
ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),2022,27231.0,PSNS: Persons,ACT,2022
ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),2023,27916.0,PSNS: Persons,ACT,2023
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2019,70705.0,PSNS: Persons,WA,2019
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2020,73607.0,PSNS: Persons,WA,2020
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2021,75640.0,PSNS: Persons,WA,2021
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2022,77397.0,PSNS: Persons,WA,2022
ERP_M_14: Estimated resident population:Males aged 60-64 years (no.),2023,79535.0,PSNS: Persons,WA,2023
ING_HMLSS2: % of total homeless or likely to be homeless population estimate who identify as Aboriginal or Torres Strait Islander,2016,15.0,PCT: Percent,SA,2016
ING_HMLSS2: % of total homeless or likely to be homeless population estimate who identify as Aboriginal or Torres Strait Islander,2021,19.0,PCT: Percent,SA,2021
ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),2019,24881.0,PSNS: Persons,ACT,2019
ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),2020,25608.0,PSNS: Persons,ACT,2020
ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),2021,26491.0,PSNS: Persons,ACT,2021
